152,2008-08-01T17:14:58.337,2008-08-01T17:33:58.750
5914,2008-08-08T13:34:38.770,2008-08-08T13:36:47.923
6534,2008-08-09T02:03:52.033,2008-08-09T02:10:12.800
8115,2008-08-11T19:12:33.920,2008-08-11T19:22:13.060
9083,2008-08-12T17:55:32.813,2008-08-12T17:57:43.307
9374,2008-08-13T00:01:56.800,2008-08-13T01:04:19.013
9706,2008-08-12T19:01:17.140,2008-08-13T12:29:57.647
10383,2008-08-08T14:43:11.877,2008-08-13T21:18:38.423
11967,2008-08-15T04:05:10.843,2008-08-15T04:34:49.817
12466,2008-08-13T14:25:58.133,2008-08-15T16:45:12.813
13870,2008-08-17T18:27:08.473,2008-08-17T19:26:56.637
14272,2008-08-18T07:20:19.940,2008-08-18T07:20:33.373
16696,2008-08-19T12:59:40.550,2008-08-19T18:33:24.933
19609,2008-08-19T22:35:25.830,2008-08-21T10:55:26.947
20364,2008-08-21T15:54:14.513,2008-08-21T16:04:43.133
27130,2008-08-25T23:21:43.597,2008-08-25T23:51:18.470
29395,2008-08-27T00:18:19.113,2008-08-27T02:42:07.507
29524,2008-08-27T04:18:10.347,2008-08-27T04:35:57.700
29609,2008-08-27T04:08:39.980,2008-08-27T06:00:40.507
29652,2008-08-27T06:58:51.617,2008-08-27T07:10:02.527
29904,2008-08-27T09:50:27.460,2008-08-27T11:05:59.917
30889,2008-08-27T17:11:09.117,2008-08-27T18:58:09.937
35892,2008-08-30T10:02:20.063,2008-08-30T11:20:54.727
35961,2008-08-30T13:08:07.697,2008-08-30T13:49:27.973
37314,2008-08-31T20:13:52.673,2008-09-01T00:46:10.180
38114,2008-09-01T12:05:22.887,2008-09-01T16:23:29.333
39314,2008-09-02T11:47:46.010,2008-09-02T11:51:29.290
40427,2008-09-02T19:44:50.463,2008-09-02T19:53:31.410
44033,2008-09-04T15:33:35.730,2008-09-04T15:44:17.700
44053,2008-09-04T15:51:59.977,2008-09-04T15:54:38.737
44570,2008-09-04T19:24:54.880,2008-09-04T19:29:37.147
47148,2008-09-06T00:59:54.377,2008-09-06T01:08:09.707
50116,2008-09-08T16:38:36.803,2008-09-08T16:43:07.277
50326,2008-09-08T17:20:03.473,2008-09-08T18:15:08.677
52365,2008-09-09T17:08:47.987,2008-09-09T17:13:03.497
53087,2008-09-09T22:40:00.170,2008-09-09T22:54:22.087
58686,2008-09-12T09:09:47.177,2008-09-12T11:01:18.797
62843,2008-09-15T13:24:31.047,2008-09-15T13:25:48.533
65618,2008-09-15T17:54:04.613,2008-09-15T18:49:00.237
66755,2008-09-15T20:42:04.710,2008-09-15T20:44:52.423
73908,2008-09-16T15:18:33.527,2008-09-16T15:58:19.127
79684,2008-09-16T19:50:06.557,2008-09-17T03:33:17.863
80762,2008-09-17T07:06:47.380,2008-09-17T07:21:05.087
80904,2008-09-17T07:38:00.800,2008-09-17T07:47:30.683
82132,2008-09-17T11:17:39.773,2008-09-17T11:20:52.340
83286,2008-09-17T13:23:24.637,2008-09-17T13:36:27.197
84044,2008-09-17T14:37:45.863,2008-09-17T14:49:20.623
85050,2008-09-16T14:34:25.037,2008-09-17T16:30:06.327
85452,2008-09-17T16:00:14.823,2008-09-17T17:09:16.903
86666,2008-09-17T19:23:07.580,2008-09-17T19:26:13.390
91659,2008-09-18T11:05:05.240,2008-09-18T11:08:49.163
92182,2008-09-17T14:21:39.910,2008-09-18T12:41:50.423
94215,2008-09-18T16:26:51.940,2008-09-18T16:34:19.070
94672,2008-09-18T17:18:28.947,2008-09-18T17:26:25.997
95573,2008-09-18T18:44:30.830,2008-09-18T18:47:10.043
98022,2008-09-18T23:19:38.017,2008-09-18T23:32:20.360
100961,2008-09-19T06:12:37.777,2008-09-19T10:24:25.330
104253,2008-09-19T16:24:04.987,2008-09-19T18:19:29.610
104389,2008-09-19T18:28:16.017,2008-09-19T18:37:27.117
104876,2008-09-19T19:23:10.893,2008-09-19T19:38:44.817
105611,2008-09-19T20:11:01.183,2008-09-19T21:04:01.850
106031,2008-09-19T21:38:36.793,2008-09-19T22:06:12.153
106093,2008-08-07T08:58:18.460,2008-09-19T22:16:28.277
106675,2008-09-20T01:10:06.907,2008-09-20T01:12:29.413
111479,2008-09-21T17:02:35.863,2008-09-21T17:27:34.117
111724,2008-09-21T18:46:01.637,2008-09-21T18:54:33.707
113011,2008-09-22T03:15:31.723,2008-09-22T03:16:58.957
113134,2008-09-22T01:09:15.350,2008-09-22T04:10:20.280
113823,2008-09-19T15:41:04.797,2008-09-22T08:38:44.520
114221,2008-09-22T10:48:59.310,2008-09-22T10:53:10.780
116067,2008-09-22T16:42:24.280,2008-09-22T16:54:03.207
117672,2008-09-22T21:01:11.957,2008-09-22T21:11:09.920
118790,2008-09-23T01:57:03.197,2008-09-23T02:26:37.557
119510,2008-09-23T06:43:11.747,2008-09-23T07:12:28.917
121077,2008-09-23T12:21:17.440,2008-09-23T13:42:26.107
121854,2008-09-23T14:55:15.667,2008-09-23T15:45:52.190
123233,2008-09-23T18:22:39.037,2008-09-23T19:29:00.673
124287,2008-09-23T22:19:43.883,2008-09-23T22:21:42.600
125605,2008-09-24T05:35:23.680,2008-09-24T05:48:59.980
125811,2008-09-24T05:44:09.913,2008-09-24T07:22:18.570
127052,2008-09-24T12:54:16.697,2008-09-24T13:14:39.393
127251,2008-09-23T03:23:30.417,2008-09-24T13:50:16.983
128704,2008-09-24T15:38:26.477,2008-09-24T17:55:19.003
131210,2008-09-25T02:33:42.283,2008-09-25T02:46:04.233
133881,2008-09-25T14:08:52.907,2008-09-25T15:09:13.277
137571,2008-09-17T14:42:01.030,2008-09-26T03:17:45.677
138390,2008-09-26T09:05:24.377,2008-09-26T09:06:52.797
139839,2008-09-26T14:03:37.567,2008-09-26T14:22:37.067
141978,2008-09-26T20:46:09.080,2008-09-26T21:06:42.727
142401,2008-09-26T22:42:43.183,2008-09-26T22:46:57.667
143688,2008-09-27T13:11:03.127,2008-09-27T14:07:35.707
144184,2008-09-27T03:02:57.303,2008-09-27T18:21:14.677
144885,2008-09-27T23:02:12.473,2008-09-28T00:43:31.793
144905,2008-09-28T00:02:33.327,2008-09-28T00:57:18.547
145571,2008-09-28T06:34:37.970,2008-09-28T09:42:37.503
148117,2008-09-29T04:53:55.007,2008-09-29T09:41:56.560
149305,2008-09-29T15:43:28.503,2008-09-29T15:48:33.140
149880,2008-09-29T17:49:47.560,2008-09-29T17:56:05.187
151996,2008-09-25T03:37:55.810,2008-09-30T06:47:08.003
153536,2008-09-30T15:20:57.690,2008-09-30T15:24:43.547
153672,2008-09-30T15:36:46.823,2008-09-30T15:52:14.433
156382,2008-10-01T05:49:11.160,2008-10-01T05:53:37.687
157061,2008-09-22T15:23:57.307,2008-10-01T10:44:46.207
157711,2008-10-01T12:36:17.017,2008-10-01T13:55:57.153
157891,2008-10-01T11:50:01.480,2008-10-01T14:28:50.223
158471,2008-10-01T16:19:28.913,2008-10-01T16:21:47.410
159452,2008-10-01T19:47:13.517,2008-10-01T20:03:01.433
159683,2008-09-29T02:21:49.117,2008-10-01T20:53:30.907
162689,2008-10-01T21:30:33.470,2008-10-02T14:44:09.680
163099,2008-10-02T08:35:48.503,2008-10-02T15:44:12.920
163362,2008-10-02T15:00:21.420,2008-10-02T16:40:31.913
164058,2008-10-02T19:14:35.973,2008-10-02T19:16:00.667
